Left	Top	Right	Bottom	Rotation	CenterOfMassX	CenterOfMassY	FirstPixelY	Area	Mean Intensity	Standard  Deviation	Minimum Intensity	Maximum Intensity
344.000000	510.000000	368.000000	528.000000	0.000000	355.963636	518.121212	510.000000	330.000000	0.285030	0.024682	0.224953	0.352434
448.000000	512.000000	475.000000	534.000000	0.000000	461.224359	522.126068	512.000000	468.000000	0.273502	0.029938	0.202508	0.353211
311.000000	525.000000	335.000000	545.000000	0.000000	322.826347	534.485030	525.000000	334.000000	0.223513	0.023785	0.168683	0.281368
559.000000	526.000000	586.000000	545.000000	0.000000	571.873973	535.046575	526.000000	365.000000	0.225205	0.022696	0.177444	0.279531
776.000000	526.000000	799.000000	544.000000	0.000000	787.160131	534.653595	526.000000	306.000000	0.213950	0.021599	0.168611	0.275474
299.000000	564.000000	309.000000	576.000000	0.000000	303.981132	569.792453	564.000000	53.000000	0.127966	0.011513	0.098138	0.168351
642.000000	96.000000	668.000000	118.000000	0.000000	654.188341	107.134529	96.000000	446.000000	0.211686	0.019284	0.164860	0.263777
1682.000000	96.000000	1701.000000	112.000000	0.000000	1691.383929	103.589286	96.000000	224.000000	0.206548	0.018001	0.165716	0.275255
1016.000000	99.000000	1041.000000	119.000000	0.000000	1027.827988	108.241983	99.000000	343.000000	0.222946	0.021241	0.165665	0.284549
1843.000000	100.000000	1856.000000	112.000000	0.000000	1848.875000	105.000000	100.000000	104.000000	0.218992	0.014821	0.171694	0.249674
1867.000000	106.000000	1888.000000	124.000000	0.000000	1876.954064	114.268551	106.000000	283.000000	0.248001	0.021833	0.195106	0.309781
307.000000	108.000000	321.000000	120.000000	0.000000	313.295652	113.217391	108.000000	115.000000	0.239953	0.017453	0.202205	0.281758
1521.000000	108.000000	1565.000000	134.000000	0.000000	1543.156406	121.312812	108.000000	601.000000	0.256790	0.028115	0.187163	0.334101
731.000000	109.000000	778.000000	133.000000	0.000000	753.716438	120.379452	109.000000	730.000000	0.256815	0.024870	0.189013	0.329656
966.000000	110.000000	990.000000	126.000000	0.000000	976.861314	118.313869	110.000000	274.000000	0.248626	0.018999	0.202783	0.305415
1054.000000	111.000000	1080.000000	130.000000	0.000000	1066.358333	120.138889	111.000000	360.000000	0.260674	0.022486	0.210458	0.312341
1634.000000	112.000000	1655.000000	128.000000	0.000000	1643.657371	119.195219	112.000000	251.000000	0.249061	0.020467	0.200483	0.321181
1915.000000	113.000000	1943.000000	133.000000	0.000000	1928.325112	122.748879	113.000000	446.000000	0.287099	0.025381	0.213060	0.358416
479.000000	116.000000	499.000000	133.000000	0.000000	488.223810	123.233333	116.000000	210.000000	0.262626	0.021529	0.209120	0.305943
782.000000	118.000000	811.000000	140.000000	0.000000	795.817610	128.576520	118.000000	477.000000	0.284603	0.026593	0.220144	0.351255
160.000000	119.000000	181.000000	136.000000	0.000000	170.100000	127.084615	119.000000	260.000000	0.290561	0.022770	0.231441	0.349243
1585.000000	122.000000	1608.000000	139.000000	0.000000	1595.851515	130.054545	122.000000	330.000000	0.287700	0.022736	0.231675	0.348347
981.000000	532.000000	1001.000000	548.000000	0.000000	990.017467	539.580786	532.000000	229.000000	0.196436	0.016608	0.143059	0.240961
825.000000	539.000000	843.000000	553.000000	0.000000	833.872222	545.244444	539.000000	180.000000	0.184368	0.016633	0.146727	0.223282
1166.000000	544.000000	1184.000000	560.000000	0.000000	1174.492958	551.535211	544.000000	213.000000	0.164270	0.015747	0.128477	0.200670
748.000000	546.000000	769.000000	565.000000	0.000000	757.965753	554.821918	546.000000	292.000000	0.162206	0.017218	0.118735	0.203906
1458.000000	94.000000	1464.000000	101.000000	0.000000	1460.862069	97.241379	94.000000	29.000000	0.189833	0.011996	0.158034	0.210726
1005.000000	97.000000	1020.000000	110.000000	0.000000	1012.236111	102.895833	97.000000	144.000000	0.205029	0.012987	0.174132	0.236903
1303.000000	99.000000	1320.000000	117.000000	0.000000	1310.913462	107.278846	99.000000	208.000000	0.218606	0.017573	0.168533	0.266574
1740.000000	100.000000	1748.000000	108.000000	0.000000	1743.692308	104.128205	100.000000	39.000000	0.207071	0.013868	0.177906	0.234231
1205.000000	101.000000	1244.000000	130.000000	0.000000	1224.140458	115.482443	101.000000	655.000000	0.245484	0.029217	0.179453	0.317015
1497.000000	107.000000	1514.000000	119.000000	0.000000	1505.028777	112.395683	107.000000	139.000000	0.225569	0.013107	0.194767	0.255827
1684.000000	114.000000	1700.000000	129.000000	0.000000	1691.012048	121.367470	114.000000	166.000000	0.251175	0.016915	0.209633	0.293901
299.000000	116.000000	310.000000	128.000000	0.000000	304.000000	120.917647	116.000000	85.000000	0.256766	0.017507	0.212353	0.301342
1894.000000	116.000000	1905.000000	125.000000	0.000000	1898.936508	119.365079	116.000000	63.000000	0.266441	0.013734	0.239576	0.296026
1144.000000	121.000000	1160.000000	135.000000	0.000000	1151.220126	126.641509	121.000000	159.000000	0.284093	0.021004	0.236663	0.337353
929.000000	135.000000	949.000000	154.000000	0.000000	938.642066	143.933579	135.000000	271.000000	0.351271	0.028413	0.276808	0.426262
573.000000	143.000000	586.000000	157.000000	0.000000	579.134752	149.652482	143.000000	141.000000	0.344630	0.022234	0.300830	0.402087
205.000000	501.000000	219.000000	514.000000	0.000000	211.503448	507.179310	501.000000	145.000000	0.331450	0.021774	0.267469	0.384906
1004.000000	502.000000	1025.000000	519.000000	0.000000	1013.871886	510.142349	502.000000	281.000000	0.298261	0.025755	0.242514	0.354360
178.000000	513.000000	192.000000	524.000000	0.000000	184.350000	518.390000	513.000000	100.000000	0.281577	0.018526	0.236083	0.323244
1020.000000	524.000000	1033.000000	537.000000	0.000000	1026.477477	529.405405	524.000000	111.000000	0.219759	0.017581	0.178273	0.263315
1506.000000	524.000000	1521.000000	536.000000	0.000000	1512.483871	529.717742	524.000000	124.000000	0.242169	0.018423	0.201650	0.290042
1609.000000	534.000000	1620.000000	543.000000	0.000000	1613.818182	538.227273	534.000000	66.000000	0.212887	0.014361	0.179793	0.249762
464.000000	540.000000	474.000000	549.000000	0.000000	468.413793	544.448276	540.000000	58.000000	0.196823	0.014649	0.168452	0.237989
716.000000	557.000000	721.000000	562.000000	0.000000	717.736842	558.947368	557.000000	19.000000	0.151008	0.011569	0.117946	0.170251
1356.000000	88.000000	1389.000000	105.000000	0.000000	1372.267327	96.313531	88.000000	303.000000	0.186069	0.015188	0.142485	0.234313
1894.000000	94.000000	1915.000000	112.000000	0.000000	1904.721374	103.137405	94.000000	262.000000	0.210726	0.017606	0.164694	0.258540
268.000000	106.000000	286.000000	121.000000	0.000000	276.637255	112.857843	106.000000	204.000000	0.231101	0.018779	0.188072	0.280397
209.000000	109.000000	227.000000	124.000000	0.000000	217.634518	115.431472	109.000000	197.000000	0.242895	0.019871	0.194197	0.290956
1982.000000	111.000000	2001.000000	124.000000	0.000000	1990.802395	117.497006	111.000000	167.000000	0.276827	0.018370	0.231263	0.320780
1026.000000	115.000000	1063.000000	144.000000	0.000000	1044.057377	129.486885	115.000000	610.000000	0.291373	0.034423	0.210904	0.367913
1288.000000	115.000000	1330.000000	134.000000	0.000000	1306.990272	124.249027	115.000000	514.000000	0.266956	0.023078	0.201720	0.327520
1236.000000	121.000000	1264.000000	143.000000	0.000000	1249.090308	131.325991	121.000000	454.000000	0.298258	0.028111	0.234959	0.371966
1806.000000	122.000000	1830.000000	140.000000	0.000000	1818.190769	130.086154	122.000000	325.000000	0.291255	0.023737	0.237159	0.346637
568.000000	125.000000	593.000000	144.000000	0.000000	579.854167	133.020833	125.000000	336.000000	0.288229	0.022940	0.233444	0.354434
1749.000000	127.000000	1772.000000	147.000000	0.000000	1760.109195	136.566092	127.000000	348.000000	0.308127	0.027371	0.244009	0.376449
35.000000	139.000000	51.000000	152.000000	0.000000	43.707692	145.269231	139.000000	130.000000	0.353406	0.027188	0.276481	0.446188
862.000000	515.000000	883.000000	529.000000	0.000000	871.629956	521.599119	515.000000	227.000000	0.258031	0.019131	0.203366	0.315098
1217.000000	531.000000	1240.000000	550.000000	0.000000	1228.305732	540.296178	531.000000	314.000000	0.193759	0.020216	0.151712	0.250483
1344.000000	531.000000	1367.000000	549.000000	0.000000	1354.758842	538.839228	531.000000	311.000000	0.199002	0.019841	0.155530	0.260420
1089.000000	535.000000	1107.000000	551.000000	0.000000	1097.627358	542.518868	535.000000	212.000000	0.181208	0.017193	0.136556	0.225707
561.000000	538.000000	579.000000	555.000000	0.000000	570.093333	546.271111	538.000000	225.000000	0.186798	0.019589	0.142143	0.240814
1883.000000	539.000000	1901.000000	556.000000	0.000000	1891.633333	546.361905	539.000000	210.000000	0.190659	0.020234	0.138227	0.238166
2023.000000	549.000000	2039.000000	566.000000	0.000000	2030.374384	557.118227	549.000000	203.000000	0.195582	0.019834	0.143879	0.244215
1733.000000	552.000000	1745.000000	561.000000	0.000000	1738.855263	555.565789	552.000000	76.000000	0.155557	0.013829	0.127417	0.196441
1200.000000	90.000000	1212.000000	102.000000	0.000000	1205.107843	95.990196	90.000000	102.000000	0.189492	0.013398	0.151300	0.233805
1538.000000	95.000000	1550.000000	106.000000	0.000000	1543.324675	100.012987	95.000000	77.000000	0.208598	0.015233	0.168748	0.242598
658.000000	97.000000	671.000000	110.000000	0.000000	664.409836	102.745902	97.000000	122.000000	0.196890	0.014757	0.154688	0.244366
1673.000000	98.000000	1687.000000	110.000000	0.000000	1679.571429	103.847619	98.000000	105.000000	0.202333	0.014296	0.153676	0.237251
586.000000	100.000000	602.000000	115.000000	0.000000	593.228261	107.304348	100.000000	184.000000	0.204920	0.015371	0.167091	0.258256
416.000000	103.000000	429.000000	116.000000	0.000000	421.675439	109.780702	103.000000	114.000000	0.213535	0.014776	0.184063	0.255096
1879.000000	103.000000	1891.000000	114.000000	0.000000	1883.808511	108.329787	103.000000	94.000000	0.231118	0.015691	0.193921	0.267346
1010.000000	107.000000	1028.000000	122.000000	0.000000	1018.267016	113.958115	107.000000	191.000000	0.238478	0.018025	0.193323	0.282275
1122.000000	107.000000	1143.000000	124.000000	0.000000	1131.665254	115.216102	107.000000	236.000000	0.242938	0.018953	0.201107	0.304371
1296.000000	107.000000	1318.000000	129.000000	0.000000	1306.837838	117.168168	107.000000	333.000000	0.250831	0.022480	0.191602	0.315288
521.000000	111.000000	533.000000	124.000000	0.000000	526.824742	118.257732	111.000000	97.000000	0.230369	0.017310	0.187192	0.291643
820.000000	111.000000	841.000000	130.000000	0.000000	830.345890	120.482877	111.000000	292.000000	0.258329	0.019758	0.206260	0.317608
967.000000	111.000000	984.000000	126.000000	0.000000	974.916667	118.514706	111.000000	204.000000	0.257180	0.013057	0.217547	0.291443
129.000000	131.000000	146.000000	148.000000	0.000000	137.402116	138.465608	131.000000	189.000000	0.328218	0.025002	0.264865	0.390705
574.000000	134.000000	601.000000	157.000000	0.000000	586.934783	144.602174	134.000000	460.000000	0.328423	0.030812	0.250958	0.405854
648.000000	147.000000	667.000000	163.000000	0.000000	657.033175	154.672986	147.000000	211.000000	0.372734	0.024605	0.321001	0.439453
907.000000	495.000000	926.000000	513.000000	0.000000	916.895753	503.633205	495.000000	259.000000	0.332158	0.028908	0.262313	0.410970
731.000000	506.000000	749.000000	521.000000	0.000000	739.361111	512.833333	506.000000	216.000000	0.307931	0.025316	0.238851	0.363887
179.000000	507.000000	192.000000	517.000000	0.000000	185.000000	511.772727	507.000000	88.000000	0.307270	0.019092	0.261972	0.351987
1035.000000	518.000000	1055.000000	534.000000	0.000000	1044.317597	525.652361	518.000000	233.000000	0.234667	0.019682	0.178316	0.278807
7.000000	519.000000	23.000000	532.000000	0.000000	14.053846	525.423077	519.000000	130.000000	0.257323	0.019478	0.193790	0.310819
1100.000000	520.000000	1117.000000	534.000000	0.000000	1107.592593	526.277778	520.000000	162.000000	0.232790	0.019314	0.182867	0.280544
157.000000	521.000000	176.000000	536.000000	0.000000	165.656410	528.569231	521.000000	195.000000	0.240581	0.018433	0.192689	0.287698
336.000000	521.000000	352.000000	538.000000	0.000000	343.087432	529.912568	521.000000	183.000000	0.246771	0.022720	0.184909	0.308925
678.000000	528.000000	694.000000	540.000000	0.000000	685.762712	533.177966	528.000000	118.000000	0.228859	0.018301	0.187811	0.282954
617.000000	542.000000	628.000000	555.000000	0.000000	621.663043	547.793478	542.000000	92.000000	0.183139	0.015776	0.142461	0.220272
1658.000000	553.000000	1668.000000	561.000000	0.000000	1663.454545	556.575758	553.000000	33.000000	0.158121	0.011083	0.131552	0.183196
317.000000	84.000000	328.000000	92.000000	0.000000	322.108108	87.445946	84.000000	74.000000	0.168030	0.012414	0.138968	0.198059
1007.000000	91.000000	1030.000000	111.000000	0.000000	1018.020528	101.134897	91.000000	341.000000	0.194494	0.016486	0.144187	0.240889
237.000000	93.000000	256.000000	109.000000	0.000000	246.519608	100.044118	93.000000	204.000000	0.198022	0.016285	0.148837	0.243274
385.000000	95.000000	434.000000	133.000000	0.000000	409.553023	116.433102	95.000000	1009.000000	0.226523	0.032356	0.149742	0.311435
262.000000	97.000000	279.000000	110.000000	0.000000	269.729927	103.737226	97.000000	137.000000	0.204219	0.015111	0.156178	0.242994
1764.000000	99.000000	1783.000000	114.000000	0.000000	1773.500000	105.880000	99.000000	200.000000	0.211249	0.015463	0.174315	0.251108
1402.000000	100.000000	1423.000000	117.000000	0.000000	1411.421687	108.710843	100.000000	249.000000	0.213825	0.017440	0.163558	0.265507
852.000000	103.000000	878.000000	123.000000	0.000000	864.624324	113.094595	103.000000	370.000000	0.225769	0.019411	0.183552	0.280343
2020.000000	103.000000	2035.000000	115.000000	0.000000	2026.681818	108.636364	103.000000	110.000000	0.263073	0.018251	0.222721	0.308954
889.000000	104.000000	916.000000	124.000000	0.000000	901.724816	113.425061	104.000000	407.000000	0.228326	0.020519	0.181370	0.289260
669.000000	105.000000	696.000000	125.000000	0.000000	681.679426	114.629187	105.000000	418.000000	0.230916	0.020216	0.176724	0.280761
551.000000	107.000000	569.000000	121.000000	0.000000	559.275862	113.810345	107.000000	174.000000	0.221119	0.016175	0.173449	0.272316
1119.000000	107.000000	1139.000000	122.000000	0.000000	1128.334842	114.638009	107.000000	221.000000	0.232661	0.018791	0.187863	0.283290
1722.000000	109.000000	1743.000000	125.000000	0.000000	1731.802752	116.389908	109.000000	218.000000	0.237976	0.018995	0.192562	0.305315
169.000000	110.000000	185.000000	127.000000	0.000000	176.224359	116.826923	110.000000	156.000000	0.246698	0.022857	0.183699	0.296807
1572.000000	111.000000	1600.000000	132.000000	0.000000	1585.377778	121.071111	111.000000	450.000000	0.248048	0.022492	0.194361	0.310143
915.000000	112.000000	945.000000	134.000000	0.000000	929.427061	122.262156	112.000000	473.000000	0.258964	0.020863	0.203908	0.316160
1275.000000	112.000000	1297.000000	128.000000	0.000000	1285.333333	119.828070	112.000000	285.000000	0.251580	0.019373	0.194352	0.316794
337.000000	114.000000	360.000000	135.000000	0.000000	347.456693	124.202100	114.000000	381.000000	0.258084	0.022845	0.202982	0.323628
1694.000000	114.000000	1713.000000	129.000000	0.000000	1703.558974	121.189744	114.000000	195.000000	0.249817	0.018241	0.205304	0.296137
1871.000000	115.000000	1890.000000	129.000000	0.000000	1880.369231	121.528205	115.000000	195.000000	0.266415	0.018964	0.220703	0.334858
212.000000	122.000000	241.000000	145.000000	0.000000	226.117886	133.398374	122.000000	492.000000	0.295231	0.027224	0.226015	0.371368
1466.000000	516.000000	1494.000000	536.000000	0.000000	1479.458034	525.263789	516.000000	417.000000	0.251674	0.026173	0.183503	0.327235
319.000000	520.000000	340.000000	534.000000	0.000000	329.147208	525.284264	520.000000	197.000000	0.249909	0.020495	0.196154	0.305074
1657.000000	540.000000	1677.000000	556.000000	0.000000	1666.857143	546.924370	540.000000	238.000000	0.178122	0.017951	0.132977	0.224437
1892.000000	540.000000	1908.000000	552.000000	0.000000	1899.725926	544.962963	540.000000	135.000000	0.195890	0.017001	0.151629	0.235955
1402.000000	542.000000	1425.000000	561.000000	0.000000	1413.177778	550.514286	542.000000	315.000000	0.165744	0.018587	0.119277	0.222125
1129.000000	546.000000	1146.000000	563.000000	0.000000	1137.208531	553.355450	546.000000	211.000000	0.152041	0.015373	0.111463	0.192264
1191.000000	546.000000	1207.000000	559.000000	0.000000	1198.083916	551.489510	546.000000	143.000000	0.157005	0.014486	0.122958	0.198584
222.000000	551.000000	241.000000	568.000000	0.000000	230.819512	559.356098	551.000000	205.000000	0.148613	0.014373	0.110549	0.190554
1766.000000	89.000000	1781.000000	104.000000	0.000000	1773.083916	95.678322	89.000000	143.000000	0.185422	0.014080	0.151084	0.228562
930.000000	90.000000	948.000000	106.000000	0.000000	938.447368	97.701754	90.000000	228.000000	0.186861	0.014534	0.150459	0.223324
1264.000000	92.000000	1284.000000	109.000000	0.000000	1273.347656	100.613281	92.000000	256.000000	0.196667	0.015251	0.161116	0.232009
483.000000	102.000000	500.000000	119.000000	0.000000	490.760369	109.451613	102.000000	217.000000	0.216415	0.019522	0.156916	0.261525
1706.000000	103.000000	1724.000000	120.000000	0.000000	1714.651639	110.786885	103.000000	244.000000	0.220607	0.018381	0.176526	0.263566
641.000000	105.000000	658.000000	121.000000	0.000000	649.476923	112.384615	105.000000	195.000000	0.218191	0.015839	0.174249	0.261070
63.000000	117.000000	78.000000	131.000000	0.000000	70.551282	123.166667	117.000000	156.000000	0.271324	0.022759	0.206818	0.333512
1594.000000	120.000000	1616.000000	136.000000	0.000000	1604.237589	127.602837	120.000000	282.000000	0.267447	0.020656	0.209008	0.321775
340.000000	133.000000	365.000000	153.000000	0.000000	351.661290	142.384409	133.000000	372.000000	0.320877	0.027191	0.256503	0.393262
60.000000	136.000000	79.000000	153.000000	0.000000	68.553360	144.268775	136.000000	253.000000	0.345621	0.028709	0.271414	0.430882
190.000000	136.000000	235.000000	171.000000	0.000000	211.223140	153.247934	136.000000	847.000000	0.378611	0.046158	0.268522	0.498850
1882.000000	136.000000	1912.000000	158.000000	0.000000	1896.838235	146.147059	136.000000	476.000000	0.369494	0.032433	0.296950	0.453105
1246.000000	138.000000	1271.000000	158.000000	0.000000	1258.134503	147.479532	138.000000	342.000000	0.367767	0.030977	0.302733	0.451646
589.000000	139.000000	617.000000	161.000000	0.000000	602.743100	149.641189	139.000000	471.000000	0.342753	0.030070	0.274452	0.449168
1504.000000	146.000000	1526.000000	165.000000	0.000000	1514.097792	155.123028	146.000000	317.000000	0.380043	0.029247	0.307912	0.458928
235.000000	512.000000	252.000000	525.000000	0.000000	243.394558	517.272109	512.000000	147.000000	0.281215	0.019812	0.219587	0.336788
28.000000	520.000000	42.000000	531.000000	0.000000	34.509091	524.809091	520.000000	110.000000	0.244582	0.019502	0.184080	0.284109
946.000000	522.000000	965.000000	544.000000	0.000000	955.594891	533.306569	522.000000	274.000000	0.208788	0.023997	0.155329	0.270783
1304.000000	527.000000	1323.000000	544.000000	0.000000	1313.234310	535.196653	527.000000	239.000000	0.209530	0.020193	0.162745	0.254319
684.000000	529.000000	704.000000	547.000000	0.000000	693.473881	537.626866	529.000000	268.000000	0.212230	0.021112	0.168224	0.271004
1131.000000	532.000000	1150.000000	549.000000	0.000000	1139.707317	540.361789	532.000000	246.000000	0.189214	0.021858	0.140551	0.245600
66.000000	534.000000	80.000000	546.000000	0.000000	73.036697	540.073394	534.000000	109.000000	0.197008	0.016383	0.150373	0.248548
1.000000	550.000000	9.000000	557.000000	0.000000	4.157895	553.078947	550.000000	38.000000	0.160633	0.016003	0.126617	0.199733
2016.000000	559.000000	2028.000000	573.000000	0.000000	2021.326923	564.278846	559.000000	104.000000	0.165856	0.015321	0.133219	0.205724
1198.000000	90.000000	1213.000000	105.000000	0.000000	1205.321678	96.188811	90.000000	143.000000	0.186601	0.013112	0.154933	0.215569
614.000000	92.000000	635.000000	111.000000	0.000000	624.412587	101.318182	92.000000	286.000000	0.187865	0.015576	0.151888	0.234702
1120.000000	93.000000	1142.000000	110.000000	0.000000	1130.507353	100.966912	93.000000	272.000000	0.193903	0.016081	0.155316	0.230709
556.000000	100.000000	568.000000	111.000000	0.000000	561.346154	105.435897	100.000000	78.000000	0.195795	0.014028	0.166667	0.237249
673.000000	101.000000	690.000000	115.000000	0.000000	681.138462	107.897436	101.000000	195.000000	0.203062	0.015284	0.165538	0.245897
367.000000	104.000000	387.000000	120.000000	0.000000	376.640496	110.987603	104.000000	242.000000	0.217639	0.017443	0.173136	0.266511
1515.000000	104.000000	1535.000000	119.000000	0.000000	1524.114286	111.157143	104.000000	210.000000	0.216739	0.016456	0.176769	0.278988
1935.000000	104.000000	1957.000000	123.000000	0.000000	1945.330159	113.123810	104.000000	315.000000	0.244768	0.020892	0.187877	0.296506
929.000000	105.000000	945.000000	118.000000	0.000000	937.013986	111.251748	105.000000	143.000000	0.217230	0.014350	0.172636	0.254717
1163.000000	105.000000	1187.000000	125.000000	0.000000	1174.161094	114.829787	105.000000	329.000000	0.232352	0.021543	0.180197	0.288802
1260.000000	107.000000	1279.000000	121.000000	0.000000	1268.682292	114.005208	107.000000	192.000000	0.228232	0.017121	0.187569	0.271246
729.000000	109.000000	754.000000	129.000000	0.000000	741.340369	118.823219	109.000000	379.000000	0.237206	0.016513	0.196597	0.281201
2013.000000	109.000000	2035.000000	127.000000	0.000000	2022.703008	117.706767	109.000000	266.000000	0.291856	0.024648	0.233619	0.360959
1058.000000	110.000000	1082.000000	129.000000	0.000000	1069.481928	119.325301	110.000000	332.000000	0.246289	0.017894	0.201191	0.312936
1012.000000	115.000000	1031.000000	128.000000	0.000000	1021.134328	121.512438	115.000000	201.000000	0.248145	0.017789	0.199227	0.294494
841.000000	119.000000	869.000000	143.000000	0.000000	854.591356	130.363458	119.000000	509.000000	0.282675	0.027692	0.221295	0.360891
323.000000	120.000000	351.000000	142.000000	0.000000	336.428879	130.719828	120.000000	464.000000	0.282088	0.025578	0.203361	0.342304
508.000000	122.000000	534.000000	143.000000	0.000000	520.072139	132.226368	122.000000	402.000000	0.273612	0.024889	0.208875	0.338831
277.000000	127.000000	305.000000	149.000000	0.000000	289.967249	137.388646	127.000000	458.000000	0.307013	0.028815	0.237884	0.389113
887.000000	518.000000	910.000000	536.000000	0.000000	898.634868	527.069079	518.000000	304.000000	0.231408	0.021964	0.178846	0.289438
432.000000	520.000000	454.000000	537.000000	0.000000	442.604096	528.163823	520.000000	293.000000	0.243338	0.021730	0.192308	0.304388
1367.000000	540.000000	1382.000000	552.000000	0.000000	1374.500000	545.304687	540.000000	128.000000	0.175894	0.015761	0.139775	0.215952
1679.000000	545.000000	1697.000000	560.000000	0.000000	1687.689320	552.145631	545.000000	206.000000	0.164606	0.017103	0.125594	0.220934
695.000000	553.000000	701.000000	560.000000	0.000000	697.333333	555.857143	553.000000	21.000000	0.153555	0.010340	0.118171	0.179118
1091.000000	88.000000	1107.000000	101.000000	0.000000	1098.625850	94.095238	88.000000	147.000000	0.179193	0.013002	0.150674	0.217160
1957.000000	90.000000	1971.000000	103.000000	0.000000	1963.085937	95.656250	90.000000	128.000000	0.206407	0.014836	0.161658	0.241810
1790.000000	95.000000	1803.000000	108.000000	0.000000	1796.279412	101.279412	95.000000	136.000000	0.191759	0.013928	0.154870	0.227447
545.000000	96.000000	554.000000	102.000000	0.000000	549.472222	98.444444	96.000000	36.000000	0.177936	0.009929	0.149882	0.200704
444.000000	101.000000	456.000000	113.000000	0.000000	449.434343	106.636364	101.000000	99.000000	0.195869	0.015035	0.159638	0.228677
1632.000000	101.000000	1647.000000	115.000000	0.000000	1638.710345	108.234483	101.000000	145.000000	0.204475	0.015848	0.168111	0.260436
1856.000000	103.000000	1866.000000	112.000000	0.000000	1860.145833	106.520833	103.000000	48.000000	0.216105	0.015600	0.184732	0.257581
734.000000	107.000000	754.000000	123.000000	0.000000	743.724576	114.614407	107.000000	236.000000	0.222567	0.016518	0.182756	0.269808
498.000000	109.000000	513.000000	120.000000	0.000000	505.043478	114.408696	109.000000	115.000000	0.213287	0.016090	0.175131	0.265032
552.000000	109.000000	567.000000	124.000000	0.000000	558.797753	115.904494	109.000000	178.000000	0.218972	0.015395	0.175287	0.259093
1428.000000	120.000000	1450.000000	139.000000	0.000000	1438.415282	128.936877	120.000000	301.000000	0.272488	0.022941	0.208934	0.331217
139.000000	140.000000	164.000000	162.000000	0.000000	150.675949	150.220253	140.000000	395.000000	0.367073	0.031800	0.272268	0.460323
197.000000	507.000000	221.000000	526.000000	0.000000	208.513043	515.944928	507.000000	345.000000	0.282047	0.026393	0.226166	0.345704
506.000000	507.000000	525.000000	523.000000	0.000000	514.500000	515.058333	507.000000	240.000000	0.304617	0.024138	0.249256	0.369755
903.000000	514.000000	930.000000	536.000000	0.000000	916.124706	524.428235	514.000000	425.000000	0.233875	0.025888	0.177531	0.319643
141.000000	520.000000	162.000000	537.000000	0.000000	151.035461	527.925532	520.000000	282.000000	0.231318	0.021470	0.181818	0.292696
54.000000	524.000000	63.000000	535.000000	0.000000	58.047619	529.317460	524.000000	63.000000	0.223797	0.018898	0.177003	0.266304
1268.000000	526.000000	1281.000000	538.000000	0.000000	1274.076190	531.447619	526.000000	105.000000	0.213926	0.016825	0.179213	0.264829
1581.000000	548.000000	1598.000000	564.000000	0.000000	1589.080402	555.829146	548.000000	199.000000	0.154612	0.016586	0.114333	0.198849
1171.000000	87.000000	1185.000000	99.000000	0.000000	1176.887931	92.560345	87.000000	116.000000	0.179233	0.013515	0.148087	0.217532
2031.000000	88.000000	2042.000000	100.000000	0.000000	2036.025641	93.807692	88.000000	78.000000	0.223502	0.016007	0.185185	0.258907
3.000000	98.000000	20.000000	113.000000	0.000000	11.283951	103.925926	98.000000	162.000000	0.215544	0.021665	0.159942	0.274742
80.000000	98.000000	102.000000	115.000000	0.000000	90.808118	105.959410	98.000000	271.000000	0.217003	0.019954	0.163697	0.264674
950.000000	98.000000	981.000000	131.000000	0.000000	964.609715	115.083752	98.000000	597.000000	0.232967	0.031317	0.164964	0.319540
609.000000	99.000000	628.000000	115.000000	0.000000	617.811715	106.669456	99.000000	239.000000	0.203925	0.016544	0.166295	0.243714
1559.000000	101.000000	1582.000000	120.000000	0.000000	1569.985163	110.578635	101.000000	337.000000	0.217330	0.018773	0.173165	0.270796
1988.000000	103.000000	2014.000000	123.000000	0.000000	2000.336788	113.041451	103.000000	386.000000	0.269378	0.024982	0.214089	0.331199
735.000000	106.000000	761.000000	126.000000	0.000000	747.547030	115.641089	106.000000	404.000000	0.234102	0.022843	0.182172	0.299820
473.000000	107.000000	499.000000	126.000000	0.000000	486.056180	116.205056	107.000000	356.000000	0.231127	0.020199	0.187055	0.297909
1331.000000	107.000000	1346.000000	120.000000	0.000000	1337.546875	111.882812	107.000000	128.000000	0.229294	0.016940	0.185457	0.277409
1027.000000	108.000000	1050.000000	125.000000	0.000000	1037.657343	116.111888	108.000000	286.000000	0.239191	0.019062	0.195198	0.293785
1636.000000	110.000000	1654.000000	124.000000	0.000000	1644.774566	116.329480	110.000000	173.000000	0.236309	0.017966	0.192249	0.281553
414.000000	112.000000	440.000000	132.000000	0.000000	426.267176	122.094148	112.000000	393.000000	0.251211	0.023861	0.197491	0.306952
15.000000	114.000000	46.000000	148.000000	0.000000	30.232249	130.477811	114.000000	676.000000	0.297930	0.040149	0.196647	0.413662
1472.000000	117.000000	1495.000000	135.000000	0.000000	1483.115265	125.426791	117.000000	321.000000	0.265720	0.021685	0.213940	0.326069
616.000000	119.000000	640.000000	136.000000	0.000000	627.167742	127.245161	119.000000	310.000000	0.264946	0.020576	0.213882	0.325538
1103.000000	121.000000	1126.000000	137.000000	0.000000	1113.856631	128.250896	121.000000	279.000000	0.283577	0.022055	0.228115	0.342887
494.000000	127.000000	519.000000	145.000000	0.000000	505.693694	135.213213	127.000000	333.000000	0.294223	0.023194	0.237433	0.355656
