Left	Top	Right	Bottom	Rotation	CenterOfMassX	CenterOfMassY	FirstPixelY	Area	Mean Intensity	Standard  Deviation	Minimum Intensity	Maximum Intensity
139.000000	515.000000	158.000000	530.000000	0.000000	147.389474	521.742105	515.000000	190.000000	0.259570	0.025514	0.201972	0.329607
866.000000	515.000000	889.000000	533.000000	0.000000	876.728814	523.406780	515.000000	295.000000	0.239743	0.022793	0.181968	0.312805
1509.000000	518.000000	1527.000000	533.000000	0.000000	1517.857143	524.704762	518.000000	210.000000	0.251657	0.022063	0.200488	0.314465
254.000000	519.000000	274.000000	536.000000	0.000000	264.100402	527.168675	519.000000	249.000000	0.239594	0.022449	0.184927	0.297036
1869.000000	520.000000	1891.000000	537.000000	0.000000	1879.249084	528.040293	520.000000	273.000000	0.250486	0.024289	0.200146	0.315622
777.000000	523.000000	798.000000	540.000000	0.000000	786.638783	530.224335	523.000000	263.000000	0.221539	0.021925	0.171603	0.284901
119.000000	534.000000	134.000000	547.000000	0.000000	126.307087	538.905512	534.000000	127.000000	0.187675	0.015909	0.150239	0.225816
605.000000	537.000000	623.000000	552.000000	0.000000	613.939024	543.250000	537.000000	164.000000	0.192304	0.022160	0.144631	0.261171
832.000000	549.000000	848.000000	564.000000	0.000000	839.248366	555.503268	549.000000	153.000000	0.144935	0.014279	0.107580	0.189841
1933.000000	555.000000	1947.000000	567.000000	0.000000	1939.271845	560.116505	555.000000	103.000000	0.154405	0.013249	0.115735	0.190402
658.000000	557.000000	672.000000	570.000000	0.000000	663.838983	563.457627	557.000000	118.000000	0.136548	0.013248	0.108886	0.178236
1104.000000	87.000000	1123.000000	103.000000	0.000000	1113.285088	94.223684	87.000000	228.000000	0.177587	0.014789	0.140668	0.227882
1658.000000	87.000000	1680.000000	106.000000	0.000000	1668.636054	96.408163	87.000000	294.000000	0.178898	0.015306	0.141775	0.220149
1472.000000	89.000000	1497.000000	110.000000	0.000000	1484.214724	99.708589	89.000000	326.000000	0.186866	0.016446	0.144780	0.235758
767.000000	95.000000	783.000000	109.000000	0.000000	774.437500	101.550000	95.000000	160.000000	0.190628	0.013411	0.158976	0.225071
915.000000	100.000000	945.000000	121.000000	0.000000	930.392070	110.033040	100.000000	454.000000	0.216729	0.020755	0.170967	0.289974
1201.000000	102.000000	1224.000000	120.000000	0.000000	1212.268852	110.622951	102.000000	305.000000	0.221261	0.019995	0.174789	0.297935
348.000000	103.000000	364.000000	117.000000	0.000000	354.948052	108.623377	103.000000	154.000000	0.215645	0.016328	0.171710	0.266240
834.000000	106.000000	850.000000	119.000000	0.000000	841.674419	112.217054	106.000000	129.000000	0.217520	0.016447	0.177966	0.257383
517.000000	107.000000	536.000000	121.000000	0.000000	525.727273	113.712121	107.000000	198.000000	0.219847	0.016731	0.176883	0.269518
1358.000000	108.000000	1380.000000	124.000000	0.000000	1369.180451	114.890977	108.000000	266.000000	0.230737	0.018561	0.190237	0.278225
1077.000000	111.000000	1099.000000	128.000000	0.000000	1088.088889	118.740741	111.000000	270.000000	0.245242	0.020360	0.190215	0.300798
1103.000000	115.000000	1132.000000	135.000000	0.000000	1117.742597	124.585421	115.000000	439.000000	0.266182	0.024866	0.211955	0.328635
149.000000	116.000000	169.000000	133.000000	0.000000	159.150000	123.020833	116.000000	240.000000	0.267301	0.021974	0.211649	0.325413
1804.000000	116.000000	1825.000000	133.000000	0.000000	1814.621094	123.929687	116.000000	256.000000	0.262027	0.021809	0.204243	0.322755
366.000000	118.000000	390.000000	138.000000	0.000000	377.694118	126.920588	118.000000	340.000000	0.267980	0.023734	0.214547	0.329356
596.000000	119.000000	613.000000	131.000000	0.000000	603.658385	125.000000	119.000000	161.000000	0.251890	0.015366	0.217700	0.298103
1517.000000	119.000000	1556.000000	152.000000	0.000000	1535.080515	135.922705	119.000000	621.000000	0.295088	0.039351	0.212282	0.400285
116.000000	121.000000	136.000000	135.000000	0.000000	125.686275	127.602941	121.000000	204.000000	0.280217	0.021544	0.226941	0.330017
1587.000000	124.000000	1607.000000	139.000000	0.000000	1597.004673	130.350467	124.000000	214.000000	0.277188	0.019774	0.230634	0.326855
1652.000000	126.000000	1675.000000	141.000000	0.000000	1662.761194	133.070896	126.000000	268.000000	0.286010	0.019516	0.224902	0.343350
1755.000000	127.000000	1781.000000	154.000000	0.000000	1767.485876	140.067797	127.000000	531.000000	0.320079	0.035307	0.230028	0.412488
978.000000	532.000000	999.000000	549.000000	0.000000	988.405797	539.637681	532.000000	276.000000	0.186610	0.018980	0.129372	0.236050
1277.000000	534.000000	1298.000000	550.000000	0.000000	1286.777358	541.350943	534.000000	265.000000	0.185588	0.018424	0.143959	0.247587
1865.000000	538.000000	1886.000000	553.000000	0.000000	1875.195556	545.315556	538.000000	225.000000	0.191111	0.018006	0.147304	0.235141
1010.000000	540.000000	1029.000000	557.000000	0.000000	1018.787234	548.429787	540.000000	235.000000	0.162469	0.016513	0.120023	0.210953
1226.000000	541.000000	1246.000000	557.000000	0.000000	1235.720379	548.587678	541.000000	211.000000	0.163956	0.016457	0.116686	0.210272
1931.000000	542.000000	1950.000000	558.000000	0.000000	1939.750000	549.403509	542.000000	228.000000	0.183936	0.019422	0.143186	0.237187
1325.000000	544.000000	1342.000000	559.000000	0.000000	1333.096045	550.615819	544.000000	177.000000	0.159773	0.015272	0.124297	0.203134
210.000000	547.000000	223.000000	559.000000	0.000000	216.443182	552.727273	547.000000	88.000000	0.161724	0.014125	0.118744	0.201212
53.000000	81.000000	64.000000	92.000000	0.000000	57.681159	86.072464	81.000000	69.000000	0.172201	0.015807	0.135550	0.206329
1382.000000	81.000000	1401.000000	100.000000	0.000000	1391.022989	90.593870	81.000000	261.000000	0.171854	0.014201	0.136921	0.212364
1601.000000	88.000000	1620.000000	105.000000	0.000000	1609.800885	96.110619	88.000000	226.000000	0.181085	0.015978	0.139098	0.223958
71.000000	95.000000	98.000000	128.000000	0.000000	84.813449	113.240781	95.000000	461.000000	0.227787	0.030734	0.152833	0.306499
622.000000	95.000000	641.000000	111.000000	0.000000	631.356522	102.769565	95.000000	230.000000	0.192957	0.015557	0.142251	0.232514
761.000000	95.000000	784.000000	116.000000	0.000000	771.677812	104.784195	95.000000	329.000000	0.201041	0.017824	0.164324	0.254286
1757.000000	96.000000	1772.000000	109.000000	0.000000	1764.540323	102.443548	96.000000	124.000000	0.197976	0.014827	0.164501	0.245974
1483.000000	99.000000	1497.000000	111.000000	0.000000	1489.607843	104.362745	99.000000	102.000000	0.200905	0.015456	0.168785	0.239169
1930.000000	99.000000	1950.000000	117.000000	0.000000	1939.732342	107.111524	99.000000	269.000000	0.233530	0.020178	0.180400	0.289298
1659.000000	102.000000	1690.000000	125.000000	0.000000	1674.056338	113.051643	102.000000	426.000000	0.222606	0.021846	0.168271	0.292022
31.000000	108.000000	45.000000	121.000000	0.000000	38.000000	114.421053	108.000000	114.000000	0.234579	0.022083	0.175641	0.279591
1617.000000	115.000000	1641.000000	134.000000	0.000000	1628.548673	123.899705	115.000000	339.000000	0.253552	0.022250	0.196126	0.314507
971.000000	127.000000	995.000000	145.000000	0.000000	982.670968	135.612903	127.000000	310.000000	0.307776	0.024173	0.250317	0.366105
243.000000	130.000000	261.000000	145.000000	0.000000	251.279793	136.056995	130.000000	193.000000	0.303114	0.022306	0.256140	0.365912
170.000000	135.000000	197.000000	155.000000	0.000000	182.854592	144.318878	135.000000	392.000000	0.340102	0.028931	0.271011	0.416998
213.000000	137.000000	236.000000	158.000000	0.000000	223.942466	146.389041	137.000000	365.000000	0.346020	0.029017	0.275018	0.423037
826.000000	137.000000	849.000000	157.000000	0.000000	837.139535	146.561047	137.000000	344.000000	0.349323	0.027084	0.286073	0.434901
476.000000	138.000000	500.000000	156.000000	0.000000	487.535714	146.669643	138.000000	336.000000	0.323136	0.024842	0.264020	0.393965
673.000000	143.000000	696.000000	162.000000	0.000000	684.536977	151.942122	143.000000	311.000000	0.360962	0.026860	0.295583	0.427877
1107.000000	499.000000	1131.000000	517.000000	0.000000	1119.066667	507.109091	499.000000	330.000000	0.301158	0.026688	0.238713	0.380391
987.000000	501.000000	1009.000000	519.000000	0.000000	997.278571	509.553571	501.000000	280.000000	0.293707	0.026172	0.230479	0.379108
520.000000	503.000000	543.000000	519.000000	0.000000	530.950178	510.377224	503.000000	281.000000	0.325945	0.025480	0.264909	0.397020
1293.000000	505.000000	1322.000000	539.000000	0.000000	1306.600293	521.748170	505.000000	683.000000	0.258569	0.041551	0.175660	0.374619
1034.000000	506.000000	1059.000000	526.000000	0.000000	1046.088949	515.611860	506.000000	371.000000	0.269362	0.026339	0.205787	0.337147
1352.000000	508.000000	1377.000000	527.000000	0.000000	1364.494536	516.838798	508.000000	366.000000	0.281500	0.026749	0.207192	0.351971
1566.000000	515.000000	1587.000000	532.000000	0.000000	1576.014440	522.599278	515.000000	277.000000	0.268124	0.023902	0.210380	0.332029
316.000000	516.000000	352.000000	557.000000	0.000000	334.477337	537.120397	516.000000	706.000000	0.215957	0.042431	0.130146	0.318899
53.000000	518.000000	69.000000	532.000000	0.000000	59.918129	524.309942	518.000000	171.000000	0.243120	0.020756	0.193211	0.298792
797.000000	521.000000	816.000000	536.000000	0.000000	806.420091	527.840183	521.000000	219.000000	0.233893	0.021104	0.182246	0.295207
1061.000000	523.000000	1079.000000	542.000000	0.000000	1069.214844	532.003906	523.000000	256.000000	0.207841	0.021123	0.160022	0.253236
1826.000000	526.000000	1844.000000	540.000000	0.000000	1834.138889	532.288889	526.000000	180.000000	0.233899	0.020626	0.176408	0.283316
1263.000000	530.000000	1282.000000	546.000000	0.000000	1271.844037	537.261468	530.000000	218.000000	0.198172	0.019085	0.152093	0.250348
159.000000	531.000000	180.000000	549.000000	0.000000	168.559441	539.426573	531.000000	286.000000	0.196839	0.018992	0.149690	0.252149
1802.000000	538.000000	1814.000000	548.000000	0.000000	1807.691176	542.000000	538.000000	68.000000	0.199888	0.015853	0.155336	0.239146
1468.000000	557.000000	1485.000000	571.000000	0.000000	1476.300000	563.100000	557.000000	170.000000	0.135830	0.012707	0.101825	0.169076
2034.000000	81.000000	2047.000000	95.000000	0.000000	2040.018018	87.261261	81.000000	111.000000	0.207534	0.014463	0.167331	0.245088
1759.000000	84.000000	1779.000000	103.000000	0.000000	1768.420849	92.957529	84.000000	259.000000	0.174408	0.014573	0.136158	0.217224
231.000000	97.000000	249.000000	110.000000	0.000000	239.727848	103.626582	97.000000	158.000000	0.196575	0.017054	0.137658	0.242297
428.000000	98.000000	446.000000	114.000000	0.000000	436.831683	105.955446	98.000000	202.000000	0.197148	0.015614	0.155698	0.236098
1894.000000	98.000000	1913.000000	113.000000	0.000000	1902.918182	105.259091	98.000000	220.000000	0.210447	0.017695	0.153924	0.262690
2025.000000	98.000000	2037.000000	107.000000	0.000000	2030.987179	102.576923	98.000000	78.000000	0.238234	0.017074	0.204938	0.286660
852.000000	101.000000	874.000000	118.000000	0.000000	862.526882	109.387097	101.000000	279.000000	0.207778	0.017923	0.168478	0.263719
1127.000000	101.000000	1151.000000	120.000000	0.000000	1138.742938	109.584746	101.000000	354.000000	0.215424	0.018650	0.159569	0.260642
514.000000	102.000000	536.000000	119.000000	0.000000	524.316498	109.962963	102.000000	297.000000	0.206414	0.016030	0.163416	0.252716
966.000000	102.000000	985.000000	117.000000	0.000000	975.305419	108.965517	102.000000	203.000000	0.209252	0.016289	0.169152	0.252658
911.000000	105.000000	936.000000	124.000000	0.000000	923.923304	114.271386	105.000000	339.000000	0.223555	0.019112	0.171288	0.275547
1827.000000	105.000000	1855.000000	125.000000	0.000000	1840.287037	114.458333	105.000000	432.000000	0.232906	0.019869	0.176873	0.288732
270.000000	109.000000	294.000000	127.000000	0.000000	281.619529	117.922559	109.000000	297.000000	0.234548	0.020857	0.173991	0.291382
1871.000000	113.000000	1893.000000	130.000000	0.000000	1881.438662	120.438662	113.000000	269.000000	0.256542	0.021375	0.198026	0.312089
1011.000000	114.000000	1036.000000	133.000000	0.000000	1022.286982	122.985207	114.000000	338.000000	0.254116	0.022144	0.199639	0.310058
1566.000000	116.000000	1591.000000	135.000000	0.000000	1577.930836	124.697406	116.000000	347.000000	0.254675	0.022088	0.205045	0.317102
1449.000000	118.000000	1472.000000	133.000000	0.000000	1460.161702	124.948936	118.000000	235.000000	0.257246	0.019028	0.210646	0.306678
1899.000000	124.000000	1923.000000	141.000000	0.000000	1910.033557	131.993289	124.000000	298.000000	0.301941	0.023667	0.248168	0.371210
78.000000	125.000000	100.000000	141.000000	0.000000	89.168539	132.704120	125.000000	267.000000	0.287211	0.023901	0.229424	0.356663
1410.000000	132.000000	1437.000000	150.000000	0.000000	1423.540616	140.663866	132.000000	357.000000	0.316484	0.025931	0.255022	0.395902
897.000000	538.000000	919.000000	557.000000	0.000000	907.444444	546.942761	538.000000	297.000000	0.163972	0.017764	0.119205	0.212545
1397.000000	541.000000	1416.000000	557.000000	0.000000	1406.271552	548.125000	541.000000	232.000000	0.167540	0.017139	0.124925	0.218750
1627.000000	90.000000	1650.000000	111.000000	0.000000	1637.750000	100.844828	90.000000	348.000000	0.191090	0.018418	0.144642	0.240464
574.000000	91.000000	593.000000	108.000000	0.000000	582.854077	99.141631	91.000000	233.000000	0.185257	0.014254	0.150943	0.229395
1340.000000	104.000000	1370.000000	123.000000	0.000000	1354.816626	113.212714	104.000000	409.000000	0.229661	0.019738	0.177465	0.285316
370.000000	106.000000	385.000000	119.000000	0.000000	376.673077	112.089744	106.000000	156.000000	0.220800	0.015565	0.174581	0.261841
1087.000000	114.000000	1116.000000	136.000000	0.000000	1101.131799	124.169456	114.000000	478.000000	0.271782	0.025491	0.212562	0.348277
940.000000	118.000000	962.000000	135.000000	0.000000	949.907407	126.048148	118.000000	270.000000	0.273984	0.021656	0.220279	0.331739
66.000000	125.000000	81.000000	137.000000	0.000000	72.119658	130.188034	125.000000	117.000000	0.292334	0.022446	0.238600	0.350000
455.000000	126.000000	476.000000	142.000000	0.000000	465.191304	133.443478	126.000000	230.000000	0.282629	0.020960	0.228095	0.345023
1050.000000	130.000000	1073.000000	148.000000	0.000000	1060.465950	138.860215	130.000000	279.000000	0.327537	0.026204	0.266462	0.399091
382.000000	131.000000	400.000000	145.000000	0.000000	390.723757	137.254144	131.000000	181.000000	0.303242	0.020078	0.257481	0.365268
1182.000000	132.000000	1210.000000	153.000000	0.000000	1194.853933	142.220225	132.000000	445.000000	0.343485	0.032359	0.272965	0.444875
45.000000	136.000000	62.000000	149.000000	0.000000	52.670588	141.929412	136.000000	170.000000	0.339867	0.025668	0.271690	0.413681
797.000000	503.000000	819.000000	521.000000	0.000000	807.812925	511.612245	503.000000	294.000000	0.305600	0.027471	0.239326	0.395243
459.000000	518.000000	481.000000	538.000000	0.000000	469.689441	527.263975	518.000000	322.000000	0.252265	0.025888	0.190041	0.321461
983.000000	529.000000	998.000000	543.000000	0.000000	990.475177	534.411348	529.000000	141.000000	0.198785	0.016098	0.154653	0.237408
135.000000	530.000000	150.000000	543.000000	0.000000	141.666667	535.511628	530.000000	129.000000	0.207430	0.015562	0.167393	0.244645
1230.000000	532.000000	1248.000000	551.000000	0.000000	1238.195122	541.247967	532.000000	246.000000	0.188868	0.019710	0.142129	0.234048
1692.000000	534.000000	1710.000000	548.000000	0.000000	1700.072222	540.427778	534.000000	180.000000	0.204202	0.019395	0.159947	0.258553
78.000000	535.000000	91.000000	544.000000	0.000000	83.737500	538.875000	535.000000	80.000000	0.206784	0.013940	0.162182	0.245919
239.000000	538.000000	258.000000	554.000000	0.000000	248.073276	545.336207	538.000000	232.000000	0.184807	0.017032	0.149414	0.231288
477.000000	538.000000	496.000000	553.000000	0.000000	486.241706	544.928910	538.000000	211.000000	0.189490	0.018739	0.142904	0.242548
1759.000000	555.000000	1769.000000	565.000000	0.000000	1762.985075	559.014925	555.000000	67.000000	0.147059	0.012201	0.121646	0.173023
1951.000000	563.000000	1957.000000	570.000000	0.000000	1953.708333	565.916667	563.000000	24.000000	0.145464	0.010401	0.121298	0.168455
618.000000	88.000000	633.000000	102.000000	0.000000	625.798701	94.253247	88.000000	154.000000	0.169509	0.012279	0.143303	0.207109
34.000000	91.000000	43.000000	98.000000	0.000000	38.441860	93.744186	91.000000	43.000000	0.178593	0.019202	0.129679	0.221622
1383.000000	94.000000	1405.000000	111.000000	0.000000	1393.364286	102.028571	94.000000	280.000000	0.189824	0.015377	0.143306	0.239955
853.000000	97.000000	874.000000	113.000000	0.000000	863.687764	104.991561	97.000000	237.000000	0.194459	0.014966	0.154977	0.232010
1969.000000	97.000000	1987.000000	113.000000	0.000000	1977.378995	104.328767	97.000000	219.000000	0.229152	0.016452	0.179452	0.269061
224.000000	100.000000	246.000000	119.000000	0.000000	234.754266	109.382253	100.000000	293.000000	0.208949	0.020005	0.156956	0.259985
1161.000000	105.000000	1178.000000	117.000000	0.000000	1168.858108	110.418919	105.000000	148.000000	0.216054	0.015120	0.173983	0.259249
1524.000000	108.000000	1542.000000	122.000000	0.000000	1532.715116	114.744186	108.000000	172.000000	0.220794	0.017488	0.176103	0.263173
975.000000	109.000000	994.000000	123.000000	0.000000	984.210526	115.358852	109.000000	209.000000	0.227753	0.015673	0.184791	0.269543
1475.000000	109.000000	1500.000000	128.000000	0.000000	1486.536111	117.719444	109.000000	360.000000	0.231059	0.019313	0.177986	0.283329
1129.000000	111.000000	1153.000000	129.000000	0.000000	1141.094286	119.845714	111.000000	350.000000	0.242792	0.020047	0.194423	0.299766
244.000000	114.000000	264.000000	129.000000	0.000000	253.674312	120.564220	114.000000	218.000000	0.242229	0.018300	0.196171	0.291829
1044.000000	114.000000	1063.000000	130.000000	0.000000	1052.710744	121.785124	114.000000	242.000000	0.247099	0.019862	0.193347	0.297339
307.000000	116.000000	329.000000	137.000000	0.000000	317.370482	125.644578	116.000000	332.000000	0.258591	0.027582	0.198149	0.331522
331.000000	121.000000	367.000000	149.000000	0.000000	349.071736	134.437590	121.000000	697.000000	0.284351	0.031766	0.210195	0.369013
47.000000	122.000000	67.000000	138.000000	0.000000	56.763636	129.368182	122.000000	220.000000	0.277586	0.021091	0.217667	0.333710
497.000000	128.000000	519.000000	145.000000	0.000000	506.783270	136.148289	128.000000	263.000000	0.282017	0.022307	0.230246	0.353566
7.000000	161.000000	34.000000	184.000000	0.000000	20.092971	172.340136	161.000000	441.000000	0.450447	0.039723	0.320933	0.564927
723.000000	536.000000	749.000000	559.000000	0.000000	735.187067	547.129330	536.000000	433.000000	0.172525	0.020898	0.117835	0.228155
956.000000	538.000000	981.000000	561.000000	0.000000	968.363196	548.983051	538.000000	413.000000	0.156796	0.019334	0.114102	0.206789
1600.000000	543.000000	1615.000000	558.000000	0.000000	1606.884892	549.460432	543.000000	139.000000	0.163416	0.016711	0.122522	0.213989
318.000000	548.000000	339.000000	568.000000	0.000000	327.883803	557.232394	548.000000	284.000000	0.147196	0.017032	0.101489	0.193686
1155.000000	549.000000	1170.000000	564.000000	0.000000	1162.754967	555.596026	549.000000	151.000000	0.141664	0.013323	0.112795	0.181690
817.000000	82.000000	832.000000	97.000000	0.000000	823.857143	89.251429	82.000000	175.000000	0.158177	0.012763	0.126791	0.190701
1515.000000	87.000000	1534.000000	105.000000	0.000000	1524.020661	95.690083	87.000000	242.000000	0.171711	0.015280	0.133090	0.210136
1842.000000	90.000000	1853.000000	101.000000	0.000000	1846.849462	94.827957	90.000000	93.000000	0.177787	0.013000	0.145625	0.223896
928.000000	92.000000	945.000000	107.000000	0.000000	936.248555	98.901734	92.000000	173.000000	0.180236	0.014385	0.148925	0.225589
741.000000	93.000000	759.000000	109.000000	0.000000	749.464115	101.315789	93.000000	209.000000	0.178717	0.014888	0.142625	0.219512
537.000000	94.000000	552.000000	107.000000	0.000000	544.450331	99.894040	94.000000	151.000000	0.173925	0.013743	0.132960	0.214369
1724.000000	94.000000	1735.000000	108.000000	0.000000	1729.172414	100.689655	94.000000	87.000000	0.182849	0.013789	0.152314	0.216534
562.000000	98.000000	581.000000	111.000000	0.000000	571.089744	104.378205	98.000000	156.000000	0.184457	0.015733	0.150641	0.232378
1880.000000	100.000000	1894.000000	110.000000	0.000000	1886.660194	104.699029	100.000000	103.000000	0.202266	0.014073	0.169673	0.243090
713.000000	103.000000	735.000000	123.000000	0.000000	723.374622	112.580060	103.000000	331.000000	0.207687	0.018827	0.162169	0.257008
1450.000000	104.000000	1467.000000	118.000000	0.000000	1457.579235	110.945355	104.000000	183.000000	0.207799	0.015603	0.174355	0.250215
327.000000	105.000000	345.000000	120.000000	0.000000	335.405128	111.533333	105.000000	195.000000	0.209739	0.016043	0.172260	0.270812
1234.000000	107.000000	1253.000000	124.000000	0.000000	1242.766129	115.471774	107.000000	248.000000	0.227345	0.018096	0.177257	0.266685
1123.000000	108.000000	1146.000000	127.000000	0.000000	1133.661491	117.236025	108.000000	322.000000	0.232440	0.020646	0.171535	0.289185
10.000000	112.000000	27.000000	127.000000	0.000000	17.923529	118.723529	112.000000	170.000000	0.242388	0.022784	0.166551	0.306306
1711.000000	112.000000	1728.000000	124.000000	0.000000	1718.834646	118.078740	112.000000	127.000000	0.222724	0.016208	0.176195	0.266853
754.000000	113.000000	774.000000	130.000000	0.000000	762.995968	121.633065	113.000000	248.000000	0.234363	0.019265	0.190660	0.281926
569.000000	118.000000	593.000000	135.000000	0.000000	580.895833	126.368056	118.000000	288.000000	0.242417	0.016634	0.200387	0.289978
209.000000	142.000000	227.000000	156.000000	0.000000	217.202186	148.939891	142.000000	183.000000	0.344708	0.022590	0.284752	0.403187
967.000000	485.000000	989.000000	503.000000	0.000000	977.782313	493.595238	485.000000	294.000000	0.359577	0.029672	0.290460	0.443098
1215.000000	496.000000	1236.000000	512.000000	0.000000	1225.472656	503.632812	496.000000	256.000000	0.318440	0.024910	0.258204	0.373419
133.000000	511.000000	147.000000	523.000000	0.000000	139.561983	516.264463	511.000000	121.000000	0.265761	0.018891	0.220483	0.304169
647.000000	514.000000	668.000000	530.000000	0.000000	657.669291	521.133858	514.000000	254.000000	0.262472	0.024269	0.201688	0.324556
226.000000	517.000000	244.000000	533.000000	0.000000	234.650442	524.495575	517.000000	226.000000	0.245028	0.020650	0.189072	0.308627
332.000000	521.000000	349.000000	534.000000	0.000000	339.528662	527.312102	521.000000	157.000000	0.238870	0.019171	0.194427	0.301156
719.000000	524.000000	740.000000	541.000000	0.000000	728.481781	531.072874	524.000000	247.000000	0.216822	0.021613	0.168536	0.279168
1535.000000	525.000000	1554.000000	540.000000	0.000000	1543.750000	531.678571	525.000000	196.000000	0.221119	0.021274	0.169667	0.277458
276.000000	527.000000	292.000000	541.000000	0.000000	283.578035	533.514451	527.000000	173.000000	0.213696	0.019127	0.173233	0.267176
1906.000000	71.000000	1926.000000	89.000000	0.000000	1915.403101	79.531008	71.000000	258.000000	0.157380	0.013299	0.122282	0.194927
2012.000000	94.000000	2027.000000	107.000000	0.000000	2018.766423	99.832117	94.000000	137.000000	0.233640	0.016518	0.197609	0.283955
1763.000000	96.000000	1796.000000	130.000000	0.000000	1778.729866	114.139262	96.000000	596.000000	0.225015	0.030602	0.152548	0.307644
1115.000000	100.000000	1134.000000	114.000000	0.000000	1123.513966	106.245810	100.000000	179.000000	0.206707	0.015184	0.168256	0.247471
1189.000000	100.000000	1215.000000	120.000000	0.000000	1201.570707	109.550505	100.000000	396.000000	0.217892	0.020493	0.151926	0.278823
1438.000000	100.000000	1460.000000	119.000000	0.000000	1448.755556	109.250794	100.000000	315.000000	0.213381	0.019632	0.166667	0.257357
753.000000	102.000000	778.000000	121.000000	0.000000	765.117647	111.079412	102.000000	340.000000	0.215264	0.018427	0.164401	0.268764
366.000000	103.000000	393.000000	122.000000	0.000000	379.235589	112.162907	103.000000	399.000000	0.218221	0.020362	0.165922	0.290825
1351.000000	104.000000	1374.000000	124.000000	0.000000	1361.772861	113.516224	104.000000	339.000000	0.227095	0.021664	0.175596	0.293013
266.000000	112.000000	280.000000	126.000000	0.000000	272.000000	117.801471	112.000000	136.000000	0.242646	0.019257	0.186320	0.293287
638.000000	116.000000	659.000000	133.000000	0.000000	647.648437	123.796875	116.000000	256.000000	0.248521	0.019660	0.195829	0.295970
850.000000	116.000000	874.000000	134.000000	0.000000	861.439103	124.554487	116.000000	312.000000	0.260690	0.022473	0.200706	0.317134
1122.000000	537.000000	1146.000000	557.000000	0.000000	1133.525526	546.051051	537.000000	333.000000	0.167283	0.017741	0.128183	0.214756
1746.000000	539.000000	1768.000000	558.000000	0.000000	1756.682927	548.083624	539.000000	287.000000	0.176359	0.019548	0.127576	0.230104
1023.000000	543.000000	1043.000000	561.000000	0.000000	1031.992481	551.601504	543.000000	266.000000	0.153558	0.016896	0.108997	0.198218
1384.000000	548.000000	1402.000000	563.000000	0.000000	1392.459016	554.983607	548.000000	183.000000	0.151427	0.014962	0.111826	0.192920
361.000000	554.000000	380.000000	570.000000	0.000000	369.478261	561.565217	554.000000	207.000000	0.141853	0.015957	0.094941	0.190794
1205.000000	84.000000	1221.000000	99.000000	0.000000	1212.633721	91.017442	84.000000	172.000000	0.166425	0.014347	0.132096	0.207310
1827.000000	86.000000	1838.000000	95.000000	0.000000	1831.606557	90.344262	86.000000	61.000000	0.169333	0.013128	0.131518	0.202432
1962.000000	87.000000	1976.000000	97.000000	0.000000	1968.135802	91.753086	87.000000	81.000000	0.186810	0.013829	0.150859	0.217391
1247.000000	90.000000	1265.000000	107.000000	0.000000	1255.156951	98.291480	90.000000	223.000000	0.182264	0.015037	0.145419	0.225789
850.000000	92.000000	858.000000	101.000000	0.000000	853.189189	96.135135	92.000000	37.000000	0.172988	0.010337	0.150312	0.206541
872.000000	93.000000	888.000000	109.000000	0.000000	879.497041	101.828402	93.000000	169.000000	0.185045	0.016041	0.146789	0.230392
1088.000000	99.000000	1100.000000	108.000000	0.000000	1093.628571	103.042857	99.000000	70.000000	0.190153	0.011475	0.161366	0.220068
1616.000000	99.000000	1649.000000	126.000000	0.000000	1630.449561	112.535088	99.000000	456.000000	0.211915	0.023213	0.155487	0.273540
318.000000	101.000000	335.000000	116.000000	0.000000	325.856250	107.506250	101.000000	160.000000	0.200975	0.015167	0.160265	0.238095
1192.000000	101.000000	1202.000000	113.000000	0.000000	1196.412698	106.952381	101.000000	63.000000	0.204806	0.015650	0.172516	0.250269
1937.000000	101.000000	1948.000000	111.000000	0.000000	1941.873418	104.924051	101.000000	79.000000	0.216343	0.014680	0.177554	0.249578
450.000000	102.000000	464.000000	114.000000	0.000000	456.076336	107.374046	102.000000	131.000000	0.193413	0.014612	0.157733	0.228821
520.000000	104.000000	536.000000	120.000000	0.000000	527.666667	111.429293	104.000000	198.000000	0.201790	0.016169	0.167057	0.243026
578.000000	109.000000	597.000000	126.000000	0.000000	586.747826	116.708696	109.000000	230.000000	0.216028	0.017192	0.176454	0.260990
1463.000000	114.000000	1483.000000	129.000000	0.000000	1472.575342	120.913242	114.000000	219.000000	0.238485	0.015742	0.196557	0.286841
623.000000	119.000000	640.000000	132.000000	0.000000	631.198718	124.525641	119.000000	156.000000	0.241353	0.016441	0.195623	0.288140
833.000000	119.000000	850.000000	133.000000	0.000000	841.282759	126.620690	119.000000	145.000000	0.256041	0.017922	0.216972	0.303644
44.000000	122.000000	64.000000	140.000000	0.000000	53.815686	130.407843	122.000000	255.000000	0.281160	0.027819	0.201786	0.361786
1811.000000	122.000000	1829.000000	136.000000	0.000000	1819.451977	128.401130	122.000000	177.000000	0.272302	0.020212	0.224730	0.321887
1228.000000	130.000000	1255.000000	150.000000	0.000000	1240.718072	139.339759	130.000000	415.000000	0.319497	0.028387	0.252469	0.386785
648.000000	132.000000	668.000000	148.000000	0.000000	658.114894	139.344681	132.000000	235.000000	0.292606	0.021129	0.232650	0.348329
