,x_location,y_location,area
0,915.7083333333334,91.73958333333333,96
1,1610.895652173913,91.76521739130435,115
2,933.4119718309859,97.66901408450704,284
3,137.11702127659575,100.08510638297872,94
4,776.6,100.33846153846154,325
5,1117.2113402061855,99.80927835051547,194
6,1513.4029411764707,103.11176470588235,340
7,1361.8194444444443,104.2199074074074,432
8,685.4959128065395,105.80108991825612,367
9,240.95945945945945,111.52364864864865,296
10,607.3156146179402,119.80398671096346,301
11,651.030303030303,120.03703703703704,297
12,1796.4887459807073,122.73311897106109,311
13,111.94004282655246,154.7473233404711,467
14,1153.9068627450981,507.7598039215686,408
15,101.81294964028777,517.8201438848921,278
16,1633.3726235741444,521.8783269961978,263
17,585.3474903474903,535.6679536679536,259
18,968.8188153310105,552.9268292682926,287
19,566.8544600938967,575.037558685446,213
