,x_location,y_location,area
0,819.8652173913043,88.7,230
1,1413.1148325358852,92.57416267942584,209
2,1043.4108527131782,97.32558139534883,129
3,1301.1863636363637,99.0909090909091,220
4,67.60326086956522,103.03260869565217,184
5,887.9921568627451,109.61176470588235,255
6,1439.1170568561872,111.47491638795987,299
7,1365.1493506493507,112.1461038961039,308
8,1528.5783972125435,115.7630662020906,287
9,873.9203821656051,116.86305732484077,314
10,13.341772151898734,131.67932489451476,237
11,429.27710843373495,132.78614457831324,332
12,1463.0460921843687,136.34468937875752,499
13,27.897959183673468,136.3673469387755,294
14,136.10557184750732,142.17008797653958,341
15,1259.021897810219,142.3594890510949,548
16,398.2162162162162,150.20810810810812,370
17,323.7432432432432,516.5675675675676,148
18,332.4710743801653,516.0661157024794,121
19,725.8783783783783,517.0729729729729,370
20,498.8611111111111,519.5674603174604,252
21,51.60649819494585,524.3249097472924,277
22,932.7781818181818,527.4654545454546,275
23,1097.5215311004786,527.3732057416267,209
24,697.296,527.8,250
25,546.9739776951673,529.6951672862454,269
26,1297.6546762589928,529.6690647482014,139
27,1720.8896797153025,533.7615658362989,281
28,79.88214285714285,537.7428571428571,280
