conc,cols,rows,impedance,prefocusing,cell,Qcenter = 7.5 μl/min
21.97099921856344,257.2538461538461,318.8666666666667,1.6790490739458712,No,Jurkat,Qside = 15 μl/min
23.19156449782938,267.80025940337225,1104.9130998702983,1.6884272262408473,No,Jurkat,Qside = 15 μl/min
23.410479922840807,269.73902132998745,1657.0928481806775,1.690109251963151,No,Jurkat,Qside = 15 μl/min
23.22509368817413,268.07542579075425,1873.29197080292,1.6886848460984014,No,Jurkat,Qside = 15 μl/min
23.583226627099044,271.20412371134023,114.08041237113402,1.691436542627984,No,Jurkat,Qside = 15 μl/min
22.634305588804647,399.625,69.16346153846153,1.684145555276301,No,Jurkat,Qside = 15 μl/min
20.93266402439856,414.1008547008547,1543.0735042735043,1.6710710773982649,No,Jurkat,Qside = 15 μl/min
21.153846138983507,412.2312633832976,1195.1413276231262,1.6727705191165727,No,Jurkat,Qside = 15 μl/min
19.09710899753457,429.4163090128756,1844.1652360515025,1.6569676821271069,No,Jurkat,Qside = 15 μl/min
18.424007087227903,435.2252252252253,445.2432432432432,1.6517959372543614,No,Jurkat,Qside = 15 μl/min
11.933295188918969,518.3533980582524,1924.1087378640775,1.6019248769192993,No,Jurkat,Qside = 15 μl/min
14.040541611521096,181.12234042553192,1979.470744680851,1.6181157994450417,No,Jurkat,Qside = 15 μl/min
15.041474677965764,193.75169300225733,1713.3182844243793,1.625806418614416,No,Jurkat,Qside = 15 μl/min
19.065691980386717,232.77972027972027,743.8831168831168,1.6567262910467022,No,Jurkat,Qside = 15 μl/min
17.493470413443767,218.91737891737893,159.59924026590693,1.6446462052481745,No,Jurkat,Qside = 15 μl/min
19.487693879594875,236.36348501664816,850.3418423973363,1.6599687215391732,No,Jurkat,Qside = 15 μl/min
19.643909026756383,237.73832923832924,1095.269656019656,1.661168992811631,No,Jurkat,Qside = 15 μl/min
20.62605677333258,245.9514348785872,1711.5507726269316,1.6687152759150623,No,Jurkat,Qside = 15 μl/min
20.44003901823253,244.396174863388,1433.0054644808745,1.6672860177946387,No,Jurkat,Qside = 15 μl/min
20.904083039429047,248.26306913996623,595.7251264755481,1.670851476829301,No,Jurkat,Qside = 15 μl/min
20.967406992471908,248.81902552204176,1838.120649651972,1.6713380232563084,No,Jurkat,Qside = 15 μl/min
21.65484342427158,254.63270142180096,1463.8436018957343,1.6766199067082197,No,Jurkat,Qside = 15 μl/min
22.004051894944755,257.46799116997795,1151.8543046357615,1.6793030325322131,No,Jurkat,Qside = 15 μl/min
22.504461799463588,261.7771587743733,1650.0306406685236,1.6831479070130884,No,Jurkat,Qside = 15 μl/min
23.9614184076495,274.4283305227656,1606.5868465430017,1.6943423602642544,No,Jurkat,Qside = 15 μl/min
24.034471231445387,275.0533562822719,1178.4888123924268,1.694903657983249,No,Jurkat,Qside = 15 μl/min
22.81990320619448,398.0163934426229,1976.8032786885249,1.685571585289635,No,Jurkat,Qside = 15 μl/min
21.788877995321577,406.7094594594595,1425.0495495495495,1.6776497546331537,No,Jurkat,Qside = 15 μl/min
21.75773161957956,406.9867256637168,1588.9137168141592,1.6774104430124583,No,Jurkat,Qside = 15 μl/min
21.387793193781075,410.18780889621087,724.7034596375618,1.6745680396147573,No,Jurkat,Qside = 15 μl/min
20.865222396356437,414.73374613003097,1249.3869969040247,1.6705528930212847,No,Jurkat,Qside = 15 μl/min
18.02941844089892,438.51358695652175,533.4307065217391,1.6487641351197246,No,Jurkat,Qside = 15 μl/min
18.42622273552877,435.1648590021692,1990.0195227765728,1.6518129610772985,No,Jurkat,Qside = 15 μl/min
18.40730632389529,435.33557046979865,293.65995525727067,1.6516676177743332,No,Jurkat,Qside = 15 μl/min
16.509631988710954,452.9426644182125,773.3946037099494,1.6370869319036612,No,Jurkat,Qside = 15 μl/min
16.453619839061226,453.51264367816094,881.3862068965517,1.636656565352435,No,Jurkat,Qside = 15 μl/min
15.84091507768299,459.6837606837607,1488.3589743589744,1.6319488789536232,No,Jurkat,Qside = 15 μl/min
13.547082285501922,487.705376344086,172.52903225806452,1.6143243293865397,No,Jurkat,Qside = 15 μl/min
13.304213155304184,491.3246376811594,401.5463768115942,1.6124582565681218,No,Jurkat,Qside = 15 μl/min
10.924781883860009,557.0355648535565,1208.305439330544,1.5941760153655442,No,Jurkat,Qside = 15 μl/min
13.580765815802591,173.48699763593382,2018.7990543735225,1.6145831351074285,No,Jurkat,Qside = 15 μl/min
16.384893607752545,207.0156794425087,488.1062717770035,1.6361285107904864,No,Jurkat,Qside = 15 μl/min
17.636222576635816,219.12121212121207,670.374655647383,1.6457430343564523,No,Jurkat,Qside = 15 μl/min
17.16110127114483,214.69642857142856,761.375,1.6420924635617775,No,Jurkat,Qside = 15 μl/min
18.36769711267216,225.58235294117648,1946.604411764706,1.6513632823803608,No,Jurkat,Qside = 15 μl/min
18.81602750664383,229.42275042444825,68.16468590831919,1.6548080065459223,No,Jurkat,Qside = 15 μl/min
18.682660541588906,228.32412790697677,1206.2543604651162,1.6537832881382712,No,Jurkat,Qside = 15 μl/min
19.46415696916104,234.93772563176896,1498.589350180505,1.6597878768647003,No,Jurkat,Qside = 15 μl/min
18.951789757694375,230.5417515274949,1629.775967413442,1.6558511290137568,No,Jurkat,Qside = 15 μl/min
19.410118539751583,234.4651851851852,941.477037037037,1.659372675294254,No,Jurkat,Qside = 15 μl/min
19.168746072359436,232.46354166666663,1138.7161458333333,1.65751810200967,No,Jurkat,Qside = 15 μl/min
19.63789169012625,236.3552397868561,1360.404973357016,1.6611227589065003,No,Jurkat,Qside = 15 μl/min
